labelcode,cutword
24,勞工 非因 工作 關係 感染 狂犬病 勞動 權益 保障 為何
24,勞工 衛生 主管機關 要求 隔離 無法 上班 勞動 權益 保障 為何
24,勞工 未 衛生 主管機關 要求 隔離 惟 雇主 要求 勞工 自行 居家 隔離 雇主 是否 應 給付 工資
24,勞工 家中 感染 狂犬病 家庭成員 需人 照顧 請假
24,請問 員工 報考 國家 考試 考試 日期 當天 上班 日 公司 應 給予 公假
24,公司 內一 部門 成立 新 公司 勞工 年資 結清 只能 新 公司 承接
24,勞工 假日 工作 時 發給 當日 工資 外 是否 應 加發 一日 工資
24,出差 交通 時間 搭 火車 飛機 抵達 目的地 前 交通 時間 時間 是否 可視 加班
24,退休 計算 平均工資 時 是否 含 未休 完 特 休假 薪資
24,民眾 表示 員工 目前 普通 傷病 住院 將往生 未 達 退休年齡 雇主 是否 應 發給 資遣費 終止 勞動 契約
24,若因 萬安 演習 導致 上班 遲到 是否 可記 遲到 影響 全勤
24,到職 前 已登記 結婚 是否 可向 新 公司 申請 婚假
24,勞工 到職 前有 親屬 死亡 到職 後 禮俗 原因 可否 新 公司 申請 喪假
24,當民眾 欲 進行 勞資 爭議 申訴 時 應先 請民眾 本局 勞動 條件 檢查組 檢舉 先 進行 勞資 爭議 調解
24,時薪制 員工 產假 期間 是否 應 工資
24,時薪制 勞工 國定假日 上班 薪資 是否 加倍 發給
24,資遣費 計算 取 離職 前 六個月 平均工資 前 六個月 請 事假 是否 須 排除 平均工資 計算 之外
24,選舉罷免 投票 日給 假 原則
24,行業 適用 勞基法 時間 可至 查詢
24,工作 業務 未 時間 完成 公司 可否 要求 罰款
24,午休 期間 出車禍 是否 可請 公傷 病假
24,加班 時間 跨夜 凌晨 工時 計算
24,選舉 當日 公司 只給 小時 投票 公司 是否 違法 可否 要求 公司 將該 日 改為 假日 加發 一天 工資
24,平均工資 計算 工作 未滿 六個月 工作 月 天 天 是否 含到 計算 含 計算 分開 計算 一起 算 如先算 月 算 天再 加總
24,產假 是否 計入 年資
24,請 公假 條件 如為 教召 疑義 出庭 出庭 身分 證人 被告 公司 原因 是否 皆 請 公假 出庭 歸咎 私人 原因 無法 請 公假
24,公司 派 勞工 公司 上班 公司 給薪 及簽 勞動 契約 請問 勞雇 關係
24,勞動 權益 受損 主管機關 提出 檢舉 申訴
24,休假日 工資 應於 發放
24,結婚 生效 婚假 應 放
24,臺北市 勞工 權益 基金 補助 生活費用 標準 期間 為何
24,臺北市 勞工 權益 基金 補助 對象 為何
24,臺北市 勞工 權益 基金 訴訟 補助 項目
24,指定 調解 委員
24,勞資 爭議 當事人 仲裁 期間 達成 和解 應該 處理
24,調解 需要 多久 時間
24,調解 委員 召開 調解 會議 當天 無法 出席 委託 其他人 代為 出席
24,勞工 勞動局 申請 勞資 爭議 調解
24,調解人 調解 委員會 差別
24,調整 事項 勞資 爭議 申請 調解
24,何謂 爭議 行為
24,何謂 權利 事項 勞資 爭議
24,申請 調解 時 選擇 調解人 進行 調解 指定 調解人 進行 調解
24,申請 調解 時 選擇 調解 委員會 進行 調解 調解 委員 選
24,何謂 調整 事項 勞資 爭議
24,調解 成立 法律效力
24,發生 勞資 爭議 勞工 人 以上 勞務 提供 申請 勞資 爭議 調解 時 應是 勞工 行政主管 機關 勞資 爭議 管轄
24,臺北市 政府 勞動局 提出 勞資 爭議 申請
24,勞資 爭議 調解 期間 勞工 罷工 爭議 行為
24,雙方 當事人 合意 選定 獨任 仲裁人 方式 進行 仲裁 決定 仲裁人 人 擔任
24,教師 國防部 所屬 機關 構 學校 勞工 申請 仲裁
24,情形 擔任 同一 勞資 爭議 事件 仲裁 委員
24,申請人 選定 仲裁 委員會 進行 仲裁 仲裁 委員會 產生
24,勞資 爭議 調解 申請書 內容 應 填寫 資料
24,勞資 爭議 調解 成立 申請 仲裁
24,勞資 爭議 當事人 勞工 雇主 無法 出席 調解
24,勞資 爭議 調解 期間 雇主 解僱 勞工 不利 行為
24,仲裁 委員 作成 仲裁 判斷 應 符合 規定
24,申請 勞資 爭議 仲裁
24,仲裁 法律效力
24,申請 勞資 爭議 仲裁 時 若選 仲裁 委員會 方式 進行 仲裁 申請人 選定 仲裁 委員
24,申請 仲裁 時 應 檢附 資料
24,勞資 爭議 直接 勞動局 申請 仲裁
24,事業單位 招收 技術 生之 報備 疑義
24,技術 生 訓練 期滿 雇主 欲 留用 有無 時間 限制
24,技術 生若 發生 職業 災害 是否 視為 勞動基準 法 條 所稱 勞工 醫療 中 工作 時 雇主 是否 應 補償 原領 工資
24,經理級 主管 所謂 委任 經理人 適用 勞基法
24,計算 平均工資 時 是否 應 扣除 普通 傷病 發給 半薪 期間
24,勞工 請假 規則 條第 款 規定 所稱 勞工 兄弟 姊妹 為何
24,申請 勞資 爭議 仲裁 時 全部 仲裁人 仲裁
24,調解 成立 雇主 勞工 未 履行 調解 方案
24,申請 基金 訴訟 裁決 補助 案件 需 程序
24,勞工 權益 基金 訴訟 同意 補助 案件 後續 申請人 辦理
24,是否 申請 一定 給予 補助 審核 標準 為何
24,申請 臺北市 勞工 權益 基金 訴訟 裁決 補助 應備 文件 為何
24,臺北市 勞工 權益 基金 補助 律師費 補助 標準 為何
24,同一 爭議 事件 勞工 人數 人 以上者 有無 特別 規定
24,勞工 權益 基金 補助 費用 需要 繳還 不繳 還者
24,颱風天 主管機關 宣布 停止 上班 時 雇主 要求 勞工 出勤 颱風 要求 加班 工資 給付 是否 需給 事後 休息
24,資方 延誤 月 付資遣費 是否 應該 加付 利息 員工
24,勞工 事假 一年 超過 幾日 工資 給付 一年 超過 日 公司 處理
24,時薪制 人員 工讀生 部分 工時 人員 法定 休假日 出勤 工資 給付
24,無薪 休假 期間 薪資 是否 影響 資遣費 計算
24,勞工 普通 傷病 假 請 病假 期間 工資 給付
24,無薪 休假 適逢 產假 之給 薪 規定
24,適用 勞基法 行業 中 工作 員工 權益 保障
24,藝文 業 私立 特殊教育 事業 社會教育 事業 職業 訓練 事業 教師 職員 私立 學術研究 服務業 研究 人員 適用 勞基法
24,會計 服務業 僱用 會計師 傳教 機構 雇用 勞工 適用 適用 勞基法
24,自由職業 團體 適用 勞基法
24,社會 團體 適用 勞基法
24,工商 團體 適用 勞基法
24,私立學校 私立 幼稚園 托兒 私立 相關 教育 事業 適用 勞基法
24,天然 災害 發生 時 何種 情形 勞工 可不 出勤
24,勞工 天然 災害 無法 出勤 當日 可否 視為 休假日 給付 工資 可否 以此 扣發 全勤獎金
24,勞工 如於 天然 災害 發生 時 後 出勤 工資 給付
24,颱風 停止 上班 期間 輪值 人員 出勤 待遇 是否 適用 勞動基準 法 條規 疑義
24,工讀 生於 紀念日 勞動節 中央 主管機關 規定 應 放假 日 出勤 工作 工資 應 發給
24,雇主 預告 資遣 期間 勞工 表示 離職 處理
24,公司 工作 規則 有訂 一定 資遣費 支付 需要 勞基法 規定 資遣費
24,薪資 法院 強制 扣薪 資遣費 是否 強制 扣除
24,資遣費 計算 標準 為何
24,情形 雇主 須 提前 預告 勞工 終止 勞動 契約 並有 資遣費
24,終止 契約 預告 時間 計算
24,勞基法 條規 每週 可有 天 謀職 假 未 使用 折算 工資 勞工 未請 謀職 假 工資 給付
24,資方 事業單位 資遣 員工 請問 應該 注意 勞動 法規
24,情形 雇主 不須 提前 預告 勞工 終止 勞動 契約 資遣費
24,預告 工資 以何 薪資 條件 做 計算 基準 當月 實領 應領 薪資
24,平均工資 計算
24,資遣 費要 扣稅
24,請問 勞動局 是否 提供 英文版 勞基法 手冊 網路上 查詢
24,勞工 請 婚假 喪假 公傷 病假 公假 是否 可扣 全勤獎金
24,勞工 同意 休假日 工作 未到 工 處理
24,勞工 因故 未 休假日 出席 教育 訓練 是否 曠工
24,勞工 休假日 工作 後 依法 取得 加倍 工資 債權 得否 經由 勞資 協商 改 補休 替代
24,員工 假日 加班 只 上班 卡未 下班 卡 是否 能算
24,勞工 職業 災害 認定 期間 治療 期間 應 請假
24,職業 災害 期間 終止 契約
24,職業 災害 期間 是否 法律 追溯 權
24,遇到 老闆 拒 給付 職業 災害 補償
24,勞工 上下班 發生 交通事故 是否 屬 職業 災害
24,員工 出差 旅費 外 出差 期間 超過 工時 可否 申請 加班費 計算
24,公司 積欠 薪資 或少發 薪資 無 薪資 轉帳 薪資 明細 員工 證明
24,雇主 勞工 遲到 扣 薪資
24,婚假 八天 薪資 照給 只 放 三天 後 五天 可否 算 加班費
24,公司 主辦 員工 旅遊 旅遊 日為 上班 日 是否 當日 不支 薪
24,勞動 契約 中 約定 保證金 繳交 制服 費用
24,勞基法 規定 工資 定義 為何
24,雇主 勞工 過失 逕自 扣發 勞工 薪資
24,公司 員工 調往 遠處 分公司 上班 需要 付 員工 交通費
24,績效獎金 算不算 工資 列入 平均工資 計算
24,事業單位 簽訂 一定 期滿 服務 合約 提前 解約 離職 勞工 是否 應 依約 賠償 雇主 是否 逕自 扣發 工資 疑義
24,年終獎金 是否 屬 工資 範疇
24,按件計酬 人員 職災 薪資 計算
24,請問 勞工 申請 調動 公司 關係 企業 分店 直屬 主管 卻 百般刁難 處理
24,雇主 要求 員工 簽定 競業禁止 條款 是否 有效
24,勞工 同一 雇主 期間 徵召 服 義務兵役 併 計 年資
24,義務兵 請假 是否 給薪
24,公司 如訂 試用期 是否 試用期 屆滿 前 任意 解僱 勞工
24,公司 簽定 契約 違約 賠償金 問題
24,辦理 留職停薪 期間 工作 年資 是否 照算
24,事業單位 可否 品質 扣款 盤損 名義 扣發 績效獎金 作為 賠償 之用
24,勞基法 是否 員工 年終獎金 相關 規定
24,年終獎金 計算 時間
24,雇主 勞動 契約 中 約定 違約 賠償金
24,何謂 公傷 假 公傷 假 給薪 事業單位 可否 勞工 請 公傷 假 超過 一定 期間 年終 考核 予以 列為 丙等
24,部份 工時 定義
24,資方 要求 新進 員工 提供 信用 資料 是否 合理
24,離職 多久 前 辦理
24,事業單位 停工 停工 期間 工資 應 發給
24,不定期 契約 定期 契約 公司 可否 隨意 改變
24,何謂 童工
24,性 工作 認定
24,勞工 喪假 天數 規定
24,喪假 是否 包含 義父 義母
24,計時 人員 病假 計算
24,勞工 請假 規則 規定 是否 包含 配偶 外祖父母
24,勞工 婚假 期間 如遇 颱風 停止 工作 日 應 計入 婚假 期間
24,勞工 是否 請安 胎假
24,勞工 婚假 幾日 請假 需要 一次 請 完
24,喪假 未明列 父母 部份 可休 幾天 喪假 百日 分次 請 完之法源
25,月 以上 未滿 歲 兒童 前往 麻疹 流行 地區 申請 自費 接種 公費 MMR 疫苗
25,疾管署 限制 優先 對象 先打 MMR 疫苗 年 後 出生 對象 沖繩 日本 旅遊 MMR 疫苗
25,家中 幼童 已經 接種 第一 劑 公費 MMR 疫苗 近日 預計 沖繩 日本 為何 提早 接種 第二 劑 公費 MMR 疫苗
25,人 接種 MMR 疫苗 女性 哺乳 期間 是否 接種 MMR 疫苗
25,醫療 院所 新聞媒體 說 疾管署 管控 疫苗 想 辦法 打是
25,預防 麻疹 感染
25,麻疹 確診 個案 傳染 期間 曾 活動 地點 防治
25,麻疹 有否 相關 停班課 規定 措施
25,麻疹 接觸 處置
25,孕婦 罹患 麻疹 生 下 畸形兒
25,若需 前往 疫區 應 注意
25,罹患 麻疹 出現 併發症
25,麻疹 潛伏期 感染期 傳染期
25,流行 疫區
25,麻疹
25,麻疹 傳染
25,罹患 麻疹 症狀
25,臺北市 年 月 日起 新增 公告 禁菸 場所 為何 違規 吸菸者 罰 鍰
25,請問 秋天 冬天 登革熱
25,登革熱 噴藥 後 注意事項
25,噴藥 白天 夜間 噴藥
25,登革熱 噴藥 前有 注意事項
25,登革熱 噴藥 作業 使用 殺蟲藥劑 名稱 成份 為何 人體 健康 影響
25,公告 登革熱 噴藥 時 可否 告知 確切 時間
25,登革熱 噴藥 可否 提早 幾天 通知
25,醫院 診所 通報 登革熱 疫情 疑問 時 洽詢
25,民眾 未能 配合 主管機關 防疫 工作 檢驗 診斷 調查 處置 受到 處罰
25,東南亞 國家 本島 南部 旅遊 洽公 探親 預防 登革熱
25,登革熱 緊急 噴藥 不噴 不噴會
25,民眾 未 配合 防疫 工作 受到 處罰
25,拒絕 登革熱 緊急 噴藥
25,登革熱 緊急 噴藥 要噴 哪些地方
25,登革熱 緊急 噴藥 使用 殺蟲劑 有毒
25,登革熱 緊急 噴藥 前 注意事項
25,登革熱病 媒蚊 生活 習性 為何
25,住家 附近 蚊蟲 是否 可給 殺蟲劑 派 人來 噴藥
25,感染 登革熱 照顧
25,感染 登革熱
25,家中 積水 容器 多久 清理 次 孳生 登革熱病 媒蚊
25,民眾 應 預防 登革熱 疫情 擴散
25,登革熱 是否 會人 人 直接 傳染
25,病媒 蚊 孳生 場所 有何
25,預防 登革熱
25,台灣 主要 傳播 登革熱 病媒 蚊 種類 為何
25,情況 下 最 感染 登革熱
25,登革熱 治療 有無 疫苗
25,登革熱 最 明顯 症狀 為何
25,出血性 登革熱 成因 為何
25,登革熱 潛伏期 多久
25,登革熱 感染 方式 為何
25,登革熱
25,醫院 孕婦 產下 小 頭 畸形 新生兒 得知 媽媽 懷孕 期間 曾 去過 茲 卡 病毒 流行 地區
25,懷疑 懷孕 期間 被茲卡 病毒感染
25,懷孕 期間 被茲卡 病毒感染
25,懷孕 婦女 預防 茲 卡 病毒感染
25,懷孕 性伴侶 剛從茲卡 病毒 流行 地區 回來 需要 特別注意 事情
25,懷孕 婦女 特別注意 預防 茲 卡 病毒感染 症
25,我剛 從茲卡 病毒 流行 地區 回來 哪裡 有茲卡 病毒 快速 診斷 服務
25,我剛 從茲卡 病毒 流行 地區 回來 需要 特別注意 事情
25,哪裡 有茲卡 病毒 疫苗 接種 服務
25,須 前往 茲 卡 病毒 流行 地區 應 避免 感染
25,有茲卡 病毒 流行 地區 旅遊
25,哪些地方 有茲卡 病毒感染 症 流行
25,人有 感染 茲 卡 病毒 風險
25,茲 卡 病毒 透過 性行 傳染 避免
25,茲 卡 病毒 傳染
25,感染 到茲卡 病毒 後 事項 需要 注意
25,茲 卡 病毒感染 確診 後 是否 做 後續 追蹤 檢查
25,茲 卡 病毒感染 治療
25,感染 茲 卡 病毒 症狀
25,小頭 畸形
25,是茲卡 病毒感染 症
25,是茲卡 病毒
25,人 適合 接種 輪狀病毒 疫苗
25,今年 寶寶 已 服用 輪狀病毒 疫苗 得到 病毒性 腸胃炎 得到 輪狀病毒
25,接種 輪狀病毒 疫苗 保護 效果
25,輪狀病毒 疫苗 可否 疫苗 接種
25,輪狀病毒 疫苗 何不 擴大 全民 接種
25,輪狀病毒 疫苗 補助 退費 機制
25,欲 接種 輪狀病毒 疫苗 時 沒帶 證件
25,輪狀病毒 疫苗 補助 接種 計畫 對象 醫療 院所 接種 輪狀病毒 疫苗 需要 額外 付費
25,輪狀病毒 疫苗 接種 劑量 及劑 次 為何 每劑 疫苗 廠牌
25,輪狀病毒 疫苗 安全 副作用
25,輪狀病毒 疫苗 補助 接種 金額 為何 單位 新臺幣
25,輪狀病毒 疫苗 補助 接種 計畫 對象 為何
25,輪狀病毒 疫苗 補助 接種 計畫 實施 期間
25,輪狀病毒 疫苗 補助 接種 地點 證件
25,本計畫 補助 輪狀病毒 疫苗 廠牌 可否 指定 廠牌
25,輪狀病毒 疫苗 補助 接種 年齡 計算
25,嬰兒 接種 輪狀病毒 疫苗 時間 完全 包含 計畫 補助 期間 內時 得到 補助
25,看病 順便 接種 輪狀病毒 疫苗 需 負擔 費用
25,臺北市 提供 篩 流感 醫療 院所
25,衛生 單位 執行 成蟲 化學防治 作業 噴藥 時 民眾 配合 事項 噴藥 範圍 藥物 人體 是否 影響
25,接獲 衛生局 通知 因應 登革熱 疫情 需至 家中 進行 噴藥 實施 防疫 工作 當時 正好 上班 外出
25,衛生局 通知 登革熱 疫情 需至 家中 辦理 防疫 工作 孳 生源 清除 查核 噴藥 配合 配合
25,感染 登革熱 住院治療 以後 出國 旅行 受到限制
25,社區 發生 登革熱 流行 民眾 應 預防 登革熱 疫情 擴散
25,社區 發生 登革熱 流 行時 民眾
25,登革熱 通報 定義
25,登革熱 通報 獎金 核發 規定
25,臺北市 地方 接種 公費 疫苗 免收 掛號費 診察 費
25,家中 小朋友 接種 常規 疫苗 需要 攜帶 證件
